judul,isi,hari,tanggal,jam,kategori,sub_kategori,link,keyword
10 Remaja Tawuran di Jakbar Dibina Polisi Lewat Pesantren Kilat,"Sebanyak 10 remaja yang tertangkap melakukanaksi tawurandi wilayah Tambora, Jakarta Barat mendapatkan pembinaan. Mereka mendapatkan pembinaan polisi lewat pesantren kilat.

Kapolsek Tambora Kompol Muhammad Kukuh Islami mengatakan 10 remaja tersebut ditangkap setelah terlibat tawuran, pada Sabtu (24/5) malam, di Pekojan, Tambora. Aksi tawuran itu berhasil dibubarkan polisi.

Beruntung tidak ada yang terluka dalam aksi tawuran itu, tetapi 10 remaja berhasil diamankan. Mereka tak langsung diproses hukum, tetapi diberikan kesempatan untuk menjalani program pembinaan dari Polsek Tambora.

SCROLL TO CONTINUE WITH CONTENT

Program pembinaan tersebut diselenggarakan denganpesantren kilat.Para remaja itu akan diberikan bimbingan rohani selama satu minggu penuh.

""Program ini bertujuan untuk membentuk karakter para remaja menjadi lebih baik, melalui pendekatan keagamaan, kedisiplinan dan peningkatan mental,"" ujar Kompol Kukuh, Senin (26/5/2025).

Selama sepekan, para remaja ini akan mendapatkan siraman rohani dai Da'i Kamtibmas Polsek Tambora, Ustadz Gito Ibnu Aliyudin, serta Bhabinkamtibmas Pekojan, Aiptu Dede Sugiono.

Selain itu, mereka juga akan ditempa dengan kedisiplinan seperti latihan baris-berbaris, olahraga, hingga membersihkan tempat ibadah.

Kukuh berharap metode ini bisamemberikan efek jerasekaligus membentuk kesadaran dan tanggung jawab sosial para remaja agar tidak mengulangi perbuatannya.

""Kita ingin mengembalikan mereka ke jalur yang benar dengan pendekatan hati dan nilai-nilai moral,"" pungkasnya.





Simak juga Video: Dedi Mulyadi soal Siswa Masuk Barak: Tukang Tawuran-Main Mobile Legends

[Gambas:Video 20detik]

",Senin,26 Mei  2025,20:14 WIB,detikNews,Berita,https://news.detik.com/berita/d-7934044/10-remaja-tawuran-di-jakbar-dibina-polisi-lewat-pesantren-kilat,Dedi Mulyadi barak militer
Kata Dedi Mulyadi Usai Tinjau Siswa di Barak TNI Purwakarta,"Gubernur Jawa Barat Dedi Mulyadi meninjau langsung aktivitas pendidikan karakter bagi 39 siswa SMP yang di didik oleh TNI di Markas Resimen Armed 1 Sthira Yudha, Purwakarta.

Dedi sempat berinteraksi dengan para siswa yang kini sudah tiga hari menjalani pendidikan. Menurutnya, meski baru tiga hari namun sudah terlihat perubahan kedisiplinan pada para siswa.

""Anak-anak saya lihat lagi latihan baris-berbaris saya lihat tuh lihat suaranya mau ngecek makanannya hari ini dipastikan gizinya cukup dan saya mengecek bagaimana kondisi hari ini,"" ujar Dedi Mulyadi, Sabtu (3/5/2025).

SCROLL TO CONTINUE WITH CONTENT

Program pendidikan berkarakter melibatkan TNI kini mulai diikuti oleh kabupaten/ kota lain dan akan dilaksanakan di seluruh Jawa Barat. Saat ditanya adanya kontroversi dengan program yang ia gulirkan, ia menyebutkan program ini demi kebaikan generasi mudah dan kebaikan negara.

""Setiap perbuatan yang bertujuan demi kebaikan dan kebangsaan nasionalisme di Indonesia sudah terbiasa (kontroversi). Jadi pemimpin harus kuat seperti batu kalau pemikiran dan gagasannya untuk kebaikan bangsa dan negara. Anda kan tahu saya dari dulu jadi Bupati di Purwakarta tuduhan sangkaan, nyinyir, kebencian kan enggak ada problem tapi kan akhirnya orang merasakan manfaatnya hari ini,"" katanya.

Ia akan terus mempertahankan dan menggulirkan program untuk kemajuan daerah juga untuk kebaikan bangsa dan negara. Ia berpendapat jika program ini tidak menyalahi aturan, jika anak berperilaku tindak kriminal maka akan dilakukan proses hukum yang berlaku namun program ini untuk mencegah dan memperbaiki para siswa nakal.

""Teorinya begini teorinya kan anak yang mengalami kenakalan kalau itu kriminal maka lewat peradilan kemudian nanti lewat pembinaan taruhlah misalnya lembaga tempat penitipan anak lah ya untuk dilakukan pembinaan itu kan yang berproses kriminal berdasarkan peran tetapi kan banyak yang tidak berproses kriminal tetapi nakalnya enggak pernah berhenti,"" ungkap Dedi.

""Nah akhirnya mereka harus balik ke orang tuanya pertanyaannya adalah ketika orang tuanya sudah tidak punya kesanggupan enggak sanggup menghadapi anaknya terus nggak sanggup anaknya main game terus enggak sanggup anaknya motor-motoran terus enggak kamu minum ciu terus kan saya minum ciu kan enggak bisa dipidana kan,"" bebernya.

Masih kata Dedi, TNI bukal kali pertama mendidik siswa, paskibraka hingga terdapat sekolah Nusantara yang mengadopsi pelajaran kemiliteran.

""Ini memberikan efek kejut pada anak-anak yang lain, yang nakal dan belum terjaring. Coba lihat tempat nongkrong sudah bersih ya kan anak-anak yang biasa bolos sekolah sudah enggak ada. Di Indonesia ini satu orang Indonesia itu belum sampai yang di takuti, nah sekarang tuh sudah ada rasa takut akhirnya yang bolos enggak jadi, ini ada efek kejut,"" pungkasnya.",Sabtu,03 Mei  2025,15:54 WIB,detikJabar,Berita,https://www.detik.com/jabar/berita/d-7897760/kata-dedi-mulyadi-usai-tinjau-siswa-di-barak-tni-purwakarta,Dedi Mulyadi barak militer
Video: Pramono Anung Ogah Tiru Dedi Mulyadi Kirim Siswa Nakal ke Barak TNI,"Gubernur DKI Jakarta Pramono Anung mengaku tak mau mengikuti langkah Gubernur Jawa Barat Dedi Mulyadi untuk mengirim pelajar bermasalah ke barak militer untuk dilakukan pembinaan. Pemprov DKI, menurutnya, memiliki penanganan khusus terhadap siswa bermasalah.",9,"839 Views  |  Sabtu, 03 Mei  2025",20:51 WIB,,,https://20.detik.com/detikupdate/20250503-250503086/video-pramono-anung-ogah-tiru-dedi-mulyadi-kirim-siswa-nakal-ke-barak-tni,Dedi Mulyadi barak militer
"Belajar di Barak TNI, Siswa Purwakarta Janji Tak 'Nakal' Lagi","GA dan MLA sudah pulang ke rumah usai lulus sekolah pendidikan karakter di barak TNI. Selama dua pekan menjalani pendidikan 'militer', banyak pelajaran yang didapat keduanya.

GA merupakan siswa kelas 8 SMP di salah satu sekolah di Kabupaten Purwakarta. Dia 'terpilih' untuk mengikuti pendidikan karakter di Resimen Armed 1 Sthira Yudha Purwakarta.

KepadadetikJabar, GA bercerita awal mula bisa masuk ke barak hingga dinyatakan lulus. Dia mengaku pernah kedapatan berkerumun dengan teman-temannya untuk melakukan tawuran.

SCROLL TO CONTINUE WITH CONTENT

GA beruntung lantaran tak langsung dijebloskan ke balik jeruji besi. Hingga akhirnya, dia menjalani pendidikan di barak sebagaimana kebijakan yang dicanangkan Gubernur Jabar Dedi Mulyadi.

Selama di barak, GA bercerita dirinya mendapatkan pembinaan baik secara mental maupun jasmani. Sebelum matahari terbit, dia sudah menjalani aktivitas.

""Bangun jam 04.00 subuh untuk melaksanakan salat habis itu senam pagi habis itu membersihkan halaman sama ruangan, terus sarapan pagi habis itu kadang belajar dulu atau latihan PBB. Kemudian makan siang dan tidur, dibangunin lagi jam 3 persiapan salat. Habis salat olah raga, terus salat Maghrib makan malam salat isya, dari jam 8 sampai jam 10 belajar dan apel malam,"" ucap GA saat ditemui di rumahnya, Kamis (22/5/2025).

Meski terlihat berat, GA mengaku senang bisa menjadi bagian dari pendidikan karakter itu. Selain menambah teman, kegiatan itu juga menambah pengalaman di hidupnya.

""Di barak itu seru, teman baik di sana juga temennya pada seru-seru, bisa salat lima waktu mengaji sama latihan PBB, meski lumayan capek. Pelatih favorit Steven, karena asik pelatihnya bisa diajak ngobrol bercanda,"" katanya.

GA mendapat banyak pelajaran berharga. Bahkan dia kapok dan berjanji tak akan nakal lagi.

""Dapat piagam, di setiap piagam ada tulisan janji yang ditulis oleh saya sendiri, janjinya saya tidak akan ikut tawuran lagi dan nurut sama orang tua,"" pungkasnya.

Hal senada diungkapkan MLA, siswa kelas 7 SMP yang juga menjadi peserta mendapat manfaat akan kegiatan tersebut. Ia menjadi lebih razin shalat, belajar hingga lebih disiplin.

""Bangun tidur sekarang gak harus di bangunin, salat razin, seru banget pokoknya. Kita latihan terus ikut panjat tali, ngaji, belajar. Kalo pelatih favorite Dian, Steven, sama boy, karena baik dan bisa diajak ngobrol,"" ucapnya.



Di balik cerita pendidikan karakter, ada kerinduan yang disimpan Kokom Komariah. Ibu dari GA ini mengaku setiap hari tidur di kamar anaknya untuk melepas kerinduan.

""Aku mah selama 14 hari itu tidur di kamar GA. Sejak hari pertama sampai dia pulang, karena sedih dan kangen. Kata abahnya teh, 'udah mah jangan kayak gitu kasian GA di sana, mending kasih semangat aja' gitu kata abahnya,"" ungkapnya.

Namun, kini Kokom bisa melepas kerinduan. Sang anak sudah pulang lagi ke rumah. Kokom bersyukur ada perubahan dalam diri anaknya.

""Perubahannya alhamdulillah salat lima waktu kalau azan kemarin juga ke rumah neneknya lagi salat. Alhamdulillah lebih disiplin,"" katanya.

GA dan MLA merupakan dua dari 39 siswa yang dipilih untuk mengikuti pendidikan karakter di markas TNI Purwakarta.

Menurut Purwanto, Kepala Dinas Pendidikan Kabupaten Purwakarta, para siswa sudah dikembalikan ke orang tuanya. Namun pendidikan karakter ini belum selesai, masih ada tahapan lanjutan yang akan berlangsung selama enam bulan ke depan.

""Pertama mereka kemarin sudah dikembalikan ke orang tuanya, dalam siklus program 6 bulan kemarin kita sudah melakukan rapat dengan tim kita melakukan rencana-rencana aksi untuk 6 bulan ke depan jadi dalam harian mereka dipantau oleh kepala sekolah dan guru BK yang sudah di SK-kan oleh kita jadi satu guru BK pemegang 3 orang siswa dan 3 orang tua dan ini berlaku kegiatan rutin harian pemantauannya,"" beber Purwanto.

Ia juga meminta kepada pihak sekolah, agar memberikan ruang aktivitas bagi para siswa yang memiliki catatan, seperti diikutsertakan dalam kegiatan di sekolah.

""Selain itu kemarin juga sudah kita sampai kepada para kepala sekolah agar mereka diberikan ruangan dan mereka dinkbatkan sebagai duta disiplin di sekolahnya mereka diberikan ruang agar bisa berkreasi di sekolah-sekolahnya bisa menjadi ketua ekskul atau terlibat dalam kegiatan osis dan sebagainya,"" pungkasnya.",Jumat,23 Mei  2025,05:30 WIB,detikJabar,Berita,https://www.detik.com/jabar/berita/d-7927427/belajar-di-barak-tni-siswa-purwakarta-janji-tak-nakal-lagi,Dedi Mulyadi barak militer
Ratusan Siswa Peserta Pendidikan Karakter Dinyatakan Lulus,"Ratusan siswa yang telah menjalani pendidikan karakter di barak militer, Selasa (20/5/2025) dikumpulkan di Gedung Sate, Bandung. Mereka mengikuti parade atau defile pasukan sebagai penutup masa pelatihan.

Suasana haru menyelimuti berlangsungnya parade. Para orang tua yang telah menunggu langsung berlari menghampiri anak-anak mereka begitu proses selesai, bahkan tak sedikit siswa yang sujud syukur karena telah menyelesaikan pelatihan.

Lilis, salah satu orang tua siswa asal Kota Sukabumi menuturkan, putranya yang masih duduk di bangku kelas 11 relah mengikuti pendidikan karakter atas arahan dari pihak sekolah. Dia menyebut, anaknya seringkali bolos dan bermain game.

SCROLL TO CONTINUE WITH CONTENT

""Diarahkan dari sekolah, ini aja suka bolos karena jarang ke sekolah, karena malamnya suka main game aja sih, karena kurang disiplin aja jadi kelas 2 SMA terus proses sekolah jadi dialihkan,"" ucap Lilis.

Sementara, anaknya Sayid mengaku, merasa lebih disiplin setelah mengikuti pendidikan karakter. Selama berada di barak militer, Sayid menuturkan dia banyak mendapat pelajaran soal kedisiplinan.

""Ya bisa jadi disiplin gitu, lebih teratur, makan, tidur, sholat lima waktu terus bisa ketemu banyak teman-teman dari banyak kota, kayak Bandung, terus Cirebon, Cikampek, jadi banyak teman,"" singkatnya.

Diketahui, ratusan siswa tersebut baru saja selesai mengikuti program pendidikan Gapura Panca Waluya yang diinisiasi Gubernur Jawa Barat, Dedi Mulyadi. Selama kurang lebih 20 hari, mereka mengikuti pelatihan di Dodik Bela Negara Rindam III/Siliwangi.

Usai melepas ratusan siswa yang baru mengikuti pendidikan karakter, Dedi Mulyadi menegaskan jika respon orang tua menjadi gambaran untuk menjawab keraguan yang selama ini muncul terhadap program pendidikan karakter tersebut.

""Kalau yang saya lakukan dasarnya hati, maka diterimanya oleh rasa dan melahirkan cinta. Jadi membangun hubungan negara dengan rakyat, pemimpin dengan rakyat, itu urusan rasa, bukan urusan administrasi kenegaraan,"" ucap Dedi.

""Jadi ini salah satu bukti bahwa banyak orang meragukan apa yang dilakukan oleh Pemprov Jabar, tetapi akhirnya waktu yang menjawab,"" sambungnya.

Karena itu, Dedi menegaskan program pendidikan karakter dengan membawa siswa yang memiliki masalah di sekolah akan berlanjut. Dia optimis ke depan, Jawa Barat bisa melahirkan generasi muda yang hebat.

""Ya berlanjut, ini kan angkatan pertama setelah itu mereka melewati pendidikan nanti 2 mingguan selama setahun ya, karena persiapan minat dan bakat kemudian setelah itu nanti ada angkatan baru dan nanti para bupati wali kota sudah banyak sekarang mulai mengambil peran,"" katanya.

Sementara Ketua Lembaga Perlindungan Anak Indonesia (LPAI) Seto Mulyadi atau Kak Seto menyebut, program itu dinilai efektif untuk menanamkan nilai-nilai kedisiplinan dan tanggung jawab pada remaja. Anak-anak kata dia menjadi lebih positif dalam menjalani kehidupan sehari-hari setelah mengikuti pelatihan.

""Kita lihat hasilnya, mereka (anak-anak) jadi lebih sehat, lebih percaya diri, kemudian juga lebih hormat kepada orang tua, beberapa anak sampai sujud tadi,"" singkatnya.",Selasa,20 Mei  2025,14:15 WIB,detikJabar,Berita,https://www.detik.com/jabar/berita/d-7922923/ratusan-siswa-peserta-pendidikan-karakter-dinyatakan-lulus,Dedi Mulyadi barak militer
Video: Momen 29 Siswa Kecanduan Rokok-Mabuk Dikirim ke Barak TNI,"Sebanyak 29 siswa di Purwakarta, Karawang, dan Subang dikirim ke Rindam III Siliwangi, Bandung untuk menjalani pendidikan karakter semi militer. Siswa yang menjalani pendidikan ini merupakan siswa yang memiliki berbagai masalah sehingga diperlukan perhatian khusus.",25,"680 Views  |  Senin, 05 Mei  2025",10:33 WIB,,,https://20.detik.com/detikupdate/20250505-250505065/video-momen-29-siswa-kecanduan-rokok-mabuk-dikirim-ke-barak-tni,Dedi Mulyadi barak militer
Video: Kebijakan Kirim Anak ke Barak Dinilai Sinkron dengan Pemerintah Pusat,Wakil Menteri Pemberdayaan Perempuan dan Perlindungan Anak Veronica Tan menilai Kebijakan Gubernur Jawa Barat Dedi Mulyadi mengirimkan anak nakal ke barak militer sejalan dengan program pemerintah pusat. Kebijakan tersebut sinkron dengan program ruang bersama Indonesia.,1,"220 Views  |  Kamis, 15 Mei  2025",19:30 WIB,,,https://20.detik.com/detikupdate/20250515-250515144/video-kebijakan-kirim-anak-ke-barak-dinilai-sinkron-dengan-pemerintah-pusat,Dedi Mulyadi barak militer
Kata Raffi Ahmad Saat Rafathar Ngadu ke KDM soal Nagita Slavina Susah Mandi,"Raffi Ahmadbuka suara mengenai istrinya, Nagita Slavina yang disebut susah mandi. Ia menjelaskan kondisi Nagita Slavina saat direkam putra pertamanya, Rafathar Malik Ahmad.

""Karena kan lagi siang saja. Harusnya berangkat ke Shanghai, tapi pesawatnya dia terlambat,"" jelas Raffi Ahmad saat ditemui di Studio 41 Transmedia, Selasa (13/5/2025).

Pria dengan julukan Sultan Andara itu menambahkan, kedua anaknya,Rafathar dan Rayyanzabelakangan kerap diperlihatkan video Gubernur Jawa Barat, Dedi Mulyadi (KDM) yang mau mengirimkan anak nakal ke barak pelatihan militer.

SCROLL TO CONTINUE WITH CONTENT



""Kan memang lagi ramai tuh yang Kang Dedi Mulyadi (kebijakan kirim anak nakal dan malas ke barak militer). Nah, Rafathar sama Rayyanza tuh suka dikasih lihat video itu sama mamanya kalau mereka malas belajar, supaya takut,"" kata Raffi Ahmad.

Sebelumnya, Rafathar bikin heboh lantaran melaporkan Nagita Slavina ke KDM. Hal ini dikarenakan Nagita Slavina susah mandi.

""Kang Dedi, Kang Dedi ini ada yang belum mandi nih sudah siang ini Kang Dedi, parah banget ini, jorok nih, bau,"" ucap Rafathar di Instagram Stories milik Raffi Ahmad dilihat detikcom.

Pengasuh Rafathar, Mbak Lala yang ada di belakang mengatakan jika Nagita Slavina terus memainkan telepon genggamnya saat berada di rumah.



""Main HP terus,"" tutur Mbak Lala.

Rafathar langsung meminta KDM untuk membawa Nagita Slavina ke barak militer agar mendapatkan pelatihan seperti siswa yang nakal.

""Ke militer saja nih bawa nih, Kang Dedi,"" terang Rafathar.

""Mama harusnya lagi minum kopi di Shanghai, tapi mama gak bisa berangkat ini,"" kata Nagita Slavina.



""Susah mandi, susah makan, makannya milih-milih ini, parah banget,"" tutur Rafathar.

Gak terima dengan pengakuan anaknya, Nagita Slavina langsung membalas.

""Eh, ngaca ya,"" tutur Nagita Slavina seraya tertawa.

",Rabu,14 Mei  2025,22:01 WIB,detikHot,Celeb,https://hot.detik.com/celeb/d-7914445/kata-raffi-ahmad-saat-rafathar-ngadu-ke-kdm-soal-nagita-slavina-susah-mandi,Dedi Mulyadi barak militer
April Jasmine Ungkap Pengaruh Aturan Dedi Mulyadi ke Anaknya,,Rabu,14 Mei  2025,06:30 WIB,detikSumut,Berita,https://www.detik.com/sumut/berita/d-7912959/april-jasmine-ungkap-pengaruh-aturan-dedi-mulyadi-ke-anaknya,Dedi Mulyadi barak militer
"Nagita Slavina Susah Mandi-Main HP Terus, Rafathar Ngadu ke KDM","Nagita Slavinamenjadi sasaran anaknya, Rafathar Malik Ahmad. Hal ini dikarenakan Nagita Slavina yang susah mandi, makan dan main telepon genggam terus saat menikmati hari libur di rumah.

Anak pertamaRaffi Ahmaditu langsung ngadu ke Gubernur Jawa Barat, Dedi Mulyadi atau yang biasa disapa Kang Dedi Mulyadi (KDM).

""Kang Dedi, Kang Dedi ini ada yang belum mandi nih sudah siang ini Kang Dedi, parah banget ini, jorok nih, bau,"" ucap Rafathar di Instagram Stories milik Raffi Ahmad dilihat detikcom, Selasa (13/5/2025).

SCROLL TO CONTINUE WITH CONTENT



Pengasuh Rafathar, Mbak Lala yang ada di belakang mengatakan jika Nagita Slavina terus memainkan telepon genggamnya saat berada di rumah.

""Main HP terus,"" tutur Mbak Lala.

Rafathar langsung meminta KDM untuk membawa Nagita Slavina ke barak militer agar mendapatkan pelatihan seperti siswa yang nakal.



""Ke militer saja nih bawa nih, Kang Dedi,"" terang Rafathar.

""Mama harusnya lagi minum kopi di Shanghai, tapi mama gak bisa berangkat ini,"" kata Nagita Slavina.

""Susah mandi, susah makan, makannya milih-milih ini, parah banget,"" tutur Rafathar.



Gak terima dengan pengakuan anaknya, Nagita Slavina langsung membalas.

""Eh, ngaca ya,"" tutur Nagita Slavina seraya tertawa.

Seperti diketahui Dedi Mulyadi memiliki program mengirim anak-anak nakal ke barak pelatihan TNI, agar merasa jera dan tidak nakal lagi.

",Selasa,13 Mei  2025,14:55 WIB,detikHot,Celeb,https://hot.detik.com/celeb/d-7911942/nagita-slavina-susah-mandi-main-hp-terus-rafathar-ngadu-ke-kdm,Dedi Mulyadi barak militer
Legislator PDIP Kritik Dedi Mulyadi Kirim Siswa Bermasalah ke Barak,"Anggota Komisi X DPR RI Fraksi PDI Perjuangan, Bonnie Triyana, menyoroti rencana pengiriman siswa bermasalah ke barak militer yang menjadi program Gubernur Jawa Barat, Dedi Mulyadi. Bonnie menilai tak semua permasalahan mesti diselesaikan dengan cara militeristik.

""Tidak semua problem harus diselesaikan oleh tentara, termasuk persoalan siswa bermasalah,"" kata Bonnie Triyana dalam keterangannya, Rabu (30/4/2025).

Bonnie memandang penguatan karakter siswa bermasalah bukan dengan cara dididik secara militer. Ia menyebutkan seluruh aspek, mulai keluarga, lingkungan pergaulan, hingga aktivitas di sekolah yang mesti dialami.

SCROLL TO CONTINUE WITH CONTENT

""Penguatan karakter bukan selalu berarti mendidik siswa bermasalah dengan cara militeristik. Penanganan siswa bermasalah harus dipahami secara holistik dengan menelaah keluarga, lingkungan pergaulan, dan aktivitas di sekolah,"" jelasnya.

Ia menilai rencana yang digaungkan oleh Dedi Mulyadi kurang tepat. Politikus PDIP ini menilai untuk menangani anak bermasalah diperlukan pendekatan psikologis.

""Melibatkan psikolog dan psikiater untuk menangani siswa bermasalah jauh lebih tepat ketimbang mengirim mereka ke barak militer,"" sebut Bonnie.

Bonnie meminta pemerintah daerah, dari kabupaten atau kota sampai provinsi, memastikan keberadaan guru konseling di setiap sekolah yang terlatih dalam mengatasi siswa bermasalah. Ia menyebutkan pemerintah daerah juga harus memfasilitasi penyaluran minat dan bakat siswa.

""Penyediaan fasilitas olahraga dan kesenian juga seharusnya bisa dilakukan pemerintah agar siswa-siswa bermasalah bisa menyalurkan energi dan kreativitasnya,"" kata Bonnie.

""Sehingga menghindarkan mereka dari tindakan-tindakan yang mengarah pada kriminalitas atau kenakalan remaja lainnya, seperti tawuran dan narkoba,"" sambungnya.

Bonnie memandang, mengirimkan anak bermasalah ke barak militer untuk dididik dengan tegas bukan satu-satunya cara menyelesaikan masalah kedisiplinan remaja. Terlebih bagi anak dengan latar belakang sosial yang beragam.

""Cara instan menyelesaikan problem kenakalan remaja tidak akan bisa menyelesaikan masalah hingga ke dasarnya, yang sering kali berakar ke problem sosial,"" ujar Bonnie.

""Jadi tidak bisa disamaratakan seperti itu. Harus ditemukan pola yang paling tepat untuk memperbaiki sikap mereka sesuai dengan kebutuhan anak-anak ini seperti apa. Kalau seperti ini dengan gaya militeristik, kayaknya malah jadi ke mana-mana,"" lanjutnya.

Bonnie mengatakan jangan sampai kebijakan yang diambil Gubernur Jawa Barat justru memberatkan tugas TNI. Ia menilai rencana itu harus dipertimbangkan dengan matang.

""Sebaiknya jangan sampai merepotkan tentara yang sedang bertugas menjaga NKRI dari potensi ancaman yang datang dari luar ke negeri kita dengan menambah-nambahi beban kerja yang tak relevan,"" ungkapnya.

Adapun baru-baru ini Gubernur Jawa Barat (Jabar) Dedi Mulyadi melontarkan wacana siswa yang sulit dibina atau terindikasi terlibat dalam pergaulan bebas ataupun tindakan kriminal diberi pendidikan karakter yang melibatkan unsur TNI-Polri. Wacana ini diinginkan Dedi untuk merespons sejumlah kasus kenakalan remaja di Jabar.

Bahkan ia mewacanakan program pendidikan karakter itu akan mulai digulirkan pada 2 Mei 2025 di beberapa wilayah di Jawa Barat. Pembinaan siswa bermasalah ke barak akan dilakukan secara bertahap.

""Tidak harus langsung di 27 kabupaten/kota. Kita mulai dari daerah yang siap dan dianggap rawan terlebih dahulu, lalu bertahap,"" ujar Dedi dilansirdetikJabar, Selasa (29/4/2025).

Nantinya, disiapkan puluhan barak khusus untuk siswa yang mengikuti program pendidikan karakter. Adapun siswa yang akan mengikuti program ini dipilih berdasarkan kesepakatan antara sekolah dan orang tua.

""Selama enam bulan siswa akan dibina di barak dan tidak mengikuti sekolah formal. TNI yang akan menjemput langsung siswa ke rumah untuk dibina karakter dan perilakunya,"" jelasnya.



Simak Video: Dedi Mulyadi soal Siswa Masuk Barak: Tukang Tawuran-Main Mobile Legends

[Gambas:Video 20detik]

",Rabu,30 Apr 2025,09:04 WIB,detikNews,Berita,https://news.detik.com/berita/d-7892452/legislator-pdip-kritik-dedi-mulyadi-kirim-siswa-bermasalah-ke-barak,Dedi Mulyadi barak militer
"Dedi Mulyadi Hendak Kirim Siswa Bermasalah ke Barak, Mendikdasmen: No Comment","Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Abdul Mu'ti mengaku baru tahu perihal wacana Gubernur Jawa BaratDedi Mulyadimengirim siswa bermasalah ke barak TNI. Mu'ti enggan berkomentar banyak soal wacana itu.

""Belum, belum, kami juga baru tahu itu dari media saja kan, jadi belum tahu,"" kata Mu'ti kepada wartawan di Istana Kepresidenan Jakarta, Rabu (3/4/2025).

Mu'ti pun mengatakan belum ada komunikasi Dedi Mulyadi dengan pemerintah pusat terkait wacana programnya tersebut. ""Nggak, nggak, jadi saya hanya tahu itu dari teman-teman media justru. Jadi kamino commentdulu soal itu,"" sambung dia.

SCROLL TO CONTINUE WITH CONTENT

SebelumnyaDedi Mulyadimelontarkan wacana siswa yang sulit dibina atau terindikasi terlibat dalam pergaulan bebas ataupun tindakan kriminal diberi pendidikan karakter yang melibatkan unsur TNI-Polri. Wacana ini diinginkan Dedi untuk merespons sejumlah kasus kenakalan remaja di Jabar.

Bahkan ia mewacanakan program pendidikan karakter itu akan mulai digulirkan pada 2 Mei 2025 di beberapa wilayah di Jawa Barat. Pembinaan siswa bermasalah ke barak akan dilakukan secara bertahap.

""Tidak harus langsung di 27 kabupaten/kota. Kita mulai dari daerah yang siap dan dianggap rawan terlebih dahulu, lalu bertahap,"" ujar Dedi dilansirdetikJabar, Selasa (29/4).



'Lihat juga Video Dedi Mulyadi soal Siswa Masuk Barak: Tukang Tawuran-Main Mobile Legends'

[Gambas:Video 20detik]

",Rabu,30 Apr 2025,20:34 WIB,detikNews,Berita,https://news.detik.com/berita/d-7893897/dedi-mulyadi-hendak-kirim-siswa-bermasalah-ke-barak-mendikdasmen-no-comment,Dedi Mulyadi barak militer
"Video Dedi Mulyadi soal Siswa Nakal Dikirim ke Barak, Mendikdasmen: No Comment",Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Abdul Mu'ti enggan menanggapi saran Gubernur Jawa Barat Dedi Mulyadi soal siswa nakal dikirim ke barak TNI/Polri untuk didisiplinkan.,4,"174 Views  |  Rabu, 30 Apr 2025",17:21 WIB,,,https://20.detik.com/detikupdate/20250430-250430122/video-dedi-mulyadi-soal-siswa-nakal-dikirim-ke-barak-mendikdasmen-no-comment,Dedi Mulyadi barak militer
